"","SEX","RELIGION","MARITALSTATUS","parti","age"
"4962",1,"111","1","PDC",68.345205479452
"4963",2,"111","2","PSN",31.8465753424658
"4964",2,"111","1","PSN",47.9972602739726
"4965",1,"111","3","PLR",88.3342465753425
"4966",2,"121","2","UDC",50.0191780821918
"4967",1,"121","2","PLR",87.0767123287671
"4968",2,"711","1","POP-SOL",27.3534246575342
"4969",1,"711","2","VERT-LIB",45.4630136986301
"4970",1,"111","2","PLR",82.9753424657534
"4971",2,"121","4","PSN",77.0246575342466
"4972",2,"111","2","PLR",84.9698630136986
"4973",2,"121","1","PLR",37.3780821917808
"4974",1,"121","2","PLR",52.7506849315068
"4975",2,"121","3","PLR",76.4301369863014
"4976",2,"111","4","UDC",54.1945205479452
"4977",2,"121","2","UDC",52.4986301369863
"4978",2,"811","2","PSN",49.6794520547945
"4979",1,"111","2","PLR",80.8547945205479
"4980",1,"811","1","PSN",20.4657534246575
"4981",1,"711","1","PLR",28.7013698630137
"4982",2,"121","4","PLR",51.5041095890411
"4983",1,"121","2","VERTS",71.1315068493151
"4984",2,"111","2","VERTS",49.5205479452055
"4985",2,"711","2","VERTS",44.9178082191781
"4986",2,"121","3","PSN",80.9479452054795
"4987",2,"111","4","UDC",58.8356164383562
"4988",1,"121","2","VERT-LIB",65.558904109589
"4989",2,"121","1","PLR",40.6438356164384
"4990",1,"0","2","PLR",61.4657534246575
"4991",1,"711","4","PLR",73.9917808219178
"4992",1,"711","2","PLR",63.9123287671233
"4993",2,"111","3","PSN",79.5808219178082
"4994",1,"811","2","PSN",32.8931506849315
"4995",2,"0","2","PLR",47.8328767123288
"4996",2,"121","2","PDC",46.227397260274
"4997",2,"121","4","PSN",74.9342465753425
"4998",1,"111","3","UDC",90.2767123287671
"4999",1,"111","2","PLR",65.8082191780822
"5000",1,"711","1","VERTS",46.9369863013699
"5001",2,"111","3","PLR",85.7780821917808
"5002",2,"711","1","PSN",35.3890410958904
"5003",1,"111","1","UDC",76.8109589041096
"5004",1,"711","1","PLR",54.786301369863
"5005",1,"121","2","VERT-LIB",40.1890410958904
"5006",1,"811","1","PSN",25.2493150684931
"5007",2,"711","1","PLR",29.9890410958904
"5008",2,"121","3","PSN",83.6602739726027
"5009",2,"111","1","VERT-LIB",27.7369863013699
"5010",1,"711","2","PLR",61.5643835616438
"5011",1,"111","2","PSN",54.2246575342466
"5012",1,"111","2","POP-SOL",75.4
"5013",1,"111","2","PSN",72.3232876712329
"5014",2,"121","1","PLR",39.9369863013699
"5015",1,"711","1","VERTS",62.2602739726027
"5016",1,"711","1","VERTS",31.4821917808219
"5017",2,"121","2","VERTS",59.4547945205479
"5018",2,"121","1","UDC",24.358904109589
"5019",1,"121","1","PSN",23.0191780821918
"5020",2,"121","2","VERTS",73.7561643835616
"5021",2,"811","4","PLR",80.3506849315068
"5022",1,"711","2","PLR",42.0712328767123
"5023",1,"111","2","PLR",61.3561643835616
"5024",1,"111","2","PLR",58.9123287671233
"5025",1,"711","1","PSN",29.3260273972603
"5026",1,"111","2","PLR",33.0246575342466
"5027",1,"811","2","PSN",48.358904109589
"5028",2,"711","1","VERTS",21.7643835616438
"5029",2,"711","2","UDC",40.9150684931507
"5030",1,"121","4","VERTS",60.7369863013699
"5031",1,"111","2","PLR",73.1123287671233
"5032",2,"711","2","PLR",29.8712328767123
"5033",2,"111","1","PSN",65.1205479452055
"5034",2,"111","3","PSN",92.6849315068493
"5035",1,"111","2","PLR",67.386301369863
"5036",2,"711","1","PSN",30.3534246575342
"5037",2,"111","2","VERTS",54.4246575342466
"5038",2,"711","1","PLR",42.6986301369863
"5039",1,"811","1","UDC",28.2054794520548
"5040",2,"121","2","PSN",50.0657534246575
"5041",1,"121","1","POP-SOL",30.8739726027397
"5042",2,"111","2","PSN",73.958904109589
"5043",2,"121","2","PLR",34.7095890410959
"5044",2,"121","2","UDC",41.7260273972603
"5045",2,"111","3","PLR",68.6164383561644
"5046",1,"121","2","PDC",63.3178082191781
"5047",1,"121","2","PSN",65.5808219178082
"5048",2,"121","1","UDC",29.3123287671233
"5049",2,"121","2","PSN",43.9232876712329
"5050",2,"121","2","VERT-LIB",43.6164383561644
"5051",1,"111","1","PSN",66.7616438356164
"5052",2,"121","1","PLR",30.2520547945205
"5053",2,"711","2","PDC",40.7808219178082
"5054",1,"111","1","PLR",25.5123287671233
"5055",1,"111","2","PSN",88.786301369863
"5056",1,"111","2","PSN",75.1698630136986
"5057",1,"121","1","PDC",47.827397260274
"5058",1,"121","2","PLR",48.9698630136986
"5059",1,"111","2","PLR",56.9753424657534
"5060",1,"121","1","PSN",61.3698630136986
"5061",2,"121","3","PSN",87.0082191780822
"5062",1,"0","2","PLR",37.0219178082192
"5063",2,"711","2","PLR",54.8438356164384
"5064",1,"121","2","VERTS",38.0356164383562
"5065",2,"711","2","PSN",57.0602739726027
"5066",1,"811","2","PLR",43.0246575342466
"5067",2,"121","4","PLR",92.4630136986301
"5068",1,"111","1","PLR",52.4904109589041
"5069",2,"111","1","PSN",20.3780821917808
"5070",2,"711","4","PLR",51.2493150684932
"5071",2,"111","3","UDC",96.227397260274
"5072",1,"711","1","PLR",43.7698630136986
"5073",1,"121","1","VERTS",20.0630136986301
"5074",1,"111","3","PSN",85.7753424657534
"5075",1,"122","2","PLR",56.372602739726
"5076",1,"711","2","VERTS",47.2109589041096
"5077",1,"121","1","PLR",54.4164383561644
"5078",1,"121","2","UDC",73.1506849315068
"5079",2,"811","2","PLR",61.6
"5080",1,"121","1","VERTS",29.1232876712329
"5081",1,"811","1","PLR",33.8821917808219
"5082",2,"121","1","PSN",42.3205479452055
"5083",1,"121","2","PLR",47.4301369863014
"5084",1,"121","1","PLR",38.3643835616438
"5085",1,"121","1","PLR",21.2493150684931
"5086",1,"711","1","VERTS",34.7506849315068
"5087",1,"711","1","PLR",41.2904109589041
"5088",1,"811","1","PLR",19.786301369863
"5089",2,"111","1","PSN",21.2109589041096
"5090",2,"111","2","UDC",69.9013698630137
"5091",2,"121","1","PSN",36.8931506849315
"5092",1,"811","1","VERTS",39.5041095890411
"5093",1,"121","4","PLR",65.1890410958904
"5094",2,"111","2","PSN",67.9013698630137
"5095",2,"111","1","PLR",30.8438356164384
"5096",1,"111","4","PSN",70.9808219178082
"5097",1,"711","2","PLR",77.5013698630137
"5098",1,"111","4","PLR",74.6931506849315
"5099",2,"111","3","PSN",83.8328767123288
"5100",2,"121","4","VERTS",50.5424657534247
"5101",2,"711","1","PSN",27.5068493150685
"5102",1,"111","6","PSN",77.6054794520548
"5103",2,"811","2","PLR",52.5972602739726
"5104",2,"111","2","PLR",64.4356164383562
"5105",1,"111","2","VERTS",80.7643835616438
"5106",1,"811","1","VERTS",49.5671232876712
"5107",2,"111","2","UDC",75.6301369863014
"5108",2,"811","1","VERTS",24.6931506849315
"5109",1,"711","2","PLR",54.8493150684931
"5110",2,"121","3","PLR",91.0712328767123
"5111",2,"811","2","VERT-LIB",30.8191780821918
"5112",1,"111","4","PSN",45.3917808219178
"5113",1,"121","1","VERTS",34.972602739726
"5114",2,"121","4","POP-SOL",49.3068493150685
"5115",1,"121","1","PLR",59.5041095890411
"5116",2,"111","2","PLR",55.8931506849315
"5117",2,"811","4","PSN",57.1671232876712
"5118",2,"111","3","UDC",91.4493150684931
"5119",1,"0","1","UDC",30.9890410958904
"5120",2,"121","1","PLR",68.4767123287671
"5121",1,"121","2","PLR",34.3506849315068
"5122",2,"111","3","PSN",72.186301369863
"5123",2,"121","2","PSN",36.813698630137
"5124",1,"121","2","VERTS",37.7095890410959
"5125",2,"121","1","PLR",29.6054794520548
"5126",1,"111","2","VERTS",49.1205479452055
"5127",1,"121","2","PLR",79.1178082191781
"5128",1,"711","2","PLR",59.4739726027397
"5129",1,"121","2","POP-SOL",62.1698630136986
"5130",2,"121","2","PLR",60.8465753424658
"5131",1,"111","2","PSN",52.3890410958904
"5132",1,"111","2","PSN",70.6958904109589
"5133",2,"111","3","VERTS",88.2082191780822
"5134",2,"121","2","PDC",53.227397260274
"5135",2,"711","1","PLR",27.4109589041096
"5136",1,"121","3","PSN",81.7808219178082
"5137",2,"121","2","PLR",50.7506849315068
"5138",2,"111","3","PSN",88.5479452054795
"5139",2,"121","2","PDC",62.1095890410959
"5140",2,"711","1","VERTS",30.0246575342466
"5141",2,"711","1","PSN",40.972602739726
"5142",2,"111","2","PDC",49.8849315068493
"5143",1,"811","1","VERT-LIB",50.4465753424658
"5144",1,"711","2","PSN",61.5260273972603
"5145",1,"711","2","VERTS",36.0027397260274
"5146",2,"111","1","PLR",30.7616438356164
"5147",1,"121","4","PLR",34.4
"5148",1,"111","2","PLR",57.3068493150685
"5149",1,"111","3","PLR",76.572602739726
"5150",1,"121","1","UDC",33.8712328767123
"5151",1,"811","2","PSN",26.5506849315069
"5152",2,"121","3","PSN",86.6356164383562
"5153",1,"111","2","PSN",98.2821917808219
"5154",2,"111","1","PLR",55.4301369863014
"5155",1,"121","2","PLR",39.0602739726027
"5156",1,"121","2","PDC",86.172602739726
"5157",1,"811","2","PSN",47.5616438356164
"5158",2,"121","1","PLR",64.8493150684932
"5159",1,"121","4","PSN",35.786301369863
"5160",1,"121","1","VERTS",59.841095890411
"5161",2,"811","2","PSN",55.3095890410959
"5162",1,"711","1","VERTS",27.972602739726
"5163",2,"121","4","VERTS",35.7643835616438
"5164",1,"121","2","PSN",41.7479452054795
"5165",1,"711","4","PSN",54.8958904109589
"5166",1,"811","2","UDC",46.5808219178082
"5167",1,"811","2","PLR",31.4821917808219
"5168",1,"111","3","VERTS",86.6767123287671
"5169",1,"121","2","PSN",53.413698630137
"5170",2,"0","2","VERTS",40.1616438356164
"5171",1,"111","2","UDC",85.5808219178082
"5172",2,"711","1","PLR",21.2575342465753
"5173",1,"711","4","PLR",65.1917808219178
"5174",2,"811","4","PSN",74.4876712328767
"5175",2,"811","4","PSN",56.0520547945206
"5176",2,"111","1","PSN",46.6849315068493
"5177",1,"121","4","PLR",70.3780821917808
"5178",2,"711","1","PLR",52.4739726027397
"5179",1,"0","2","PSN",47.2301369863014
"5180",2,"121","2","PSN",62.5808219178082
"5181",1,"711","4","VERTS",49.0794520547945
"5182",1,"111","3","PLR",61.1972602739726
"5183",1,"121","2","PLR",67.5479452054795
"5184",1,"711","1","POP-SOL",35.2054794520548
"5185",2,"711","1","POP-SOL",32.7232876712329
"5186",1,"111","4","PLR",58.0191780821918
"5187",2,"711","3","PLR",71.3068493150685
"5188",1,"121","1","PLR",55.4191780821918
"5189",2,"111","1","VERTS",23.3890410958904
"5190",2,"111","1","PLR",20.2465753424658
"5191",2,"711","1","PLR",22.758904109589
"5192",1,"0","1","PSN",54.5808219178082
"5193",1,"111","2","VERT-LIB",73.2767123287671
"5194",1,"0","4","UDC",52.2054794520548
"5195",1,"111","2","PSN",43.0054794520548
"5196",2,"121","1","POP-SOL",29.7369863013699
"5197",1,"711","2","PLR",37.2739726027397
"5198",1,"111","2","PLR",73.6657534246575
"5199",1,"111","1","PLR",19.7780821917808
"5200",1,"711","4","VERT-LIB",61.7315068493151
"5201",2,"711","1","PSN",20.8246575342466
"5202",2,"111","2","PLR",50.3315068493151
"5203",1,"711","2","PSN",43.2602739726027
"5204",2,"711","4","PSN",54.227397260274
"5205",1,"111","1","POP-SOL",74.2438356164384
"5206",2,"121","4","PSN",52.2
"5207",1,"111","4","VERT-LIB",70.9561643835616
"5208",1,"0","2","POP-SOL",36.4794520547945
"5209",1,"121","1","PSN",28.9178082191781
"5210",2,"0","1","PLR",23.5315068493151
"5211",2,"711","2","VERTS",47.6630136986301
"5212",2,"121","2","PLR",87.7315068493151
"5213",2,"711","1","PLR",46.9835616438356
"5214",2,"111","2","UDC",71.6739726027397
"5215",2,"121","2","UDC",38.3397260273973
"5216",2,"0","1","VERTS",62.0986301369863
"5217",2,"121","2","PLR",55.1917808219178
"5218",1,"0","1","PLR",39.6684931506849
"5219",2,"121","1","PSN",25.1424657534247
"5220",1,"111","2","PLR",77.1561643835616
"5221",1,"111","4","VERTS",56.6383561643836
"5222",1,"111","2","POP-SOL",88.613698630137
"5223",2,"111","2","VERT-LIB",87.1315068493151
"5224",1,"711","2","PLR",52.5041095890411
"5225",1,"121","4","PDC",38.7342465753425
"5226",1,"811","1","PSN",47.6876712328767
"5227",2,"711","1","PLR",22.7506849315069
"5228",1,"121","1","PSN",37.6547945205479
"5229",2,"111","2","VERTS",74.1616438356164
"5230",1,"111","4","PSN",59.041095890411
"5231",1,"811","1","UDC",39.3178082191781
"5232",2,"121","1","VERTS",44.9835616438356
"5233",1,"111","1","PLR",21.0712328767123
"5234",1,"811","4","PLR",65.6054794520548
"5235",1,"811","2","UDC",44.8383561643836
"5236",1,"121","2","PLR",41.9397260273973
"5237",1,"711","1","PSN",23.9780821917808
"5238",2,"121","2","PLR",58.2054794520548
"5239",2,"121","2","VERT-LIB",61.4904109589041
"5240",2,"121","2","PSN",48.9561643835616
"5241",1,"121","4","UDC",48.2383561643836
"5242",2,"711","2","PSN",47.4356164383562
"5243",1,"111","4","PLR",68.7068493150685
"5244",1,"111","2","UDC",45.6493150684932
"5245",2,"121","1","PLR",22.1643835616438
"5246",2,"111","4","PSN",41.9068493150685
"5247",2,"111","1","PSN",32.2383561643836
"5248",1,"121","2","PLR",73.9342465753425
"5249",2,"711","1","PSN",28.0246575342466
"5250",1,"121","3","PSN",81.3123287671233
"5251",1,"111","2","PSN",73.3698630136986
"5252",1,"111","2","VERTS",30.7397260273973
"5253",1,"811","1","PSN",21.9013698630137
"5254",2,"111","4","VERTS",66.3835616438356
"5255",1,"0","1","PSN",24.1041095890411
"5256",2,"121","3","PLR",81.041095890411
"5257",1,"111","2","PLR",61.6821917808219
"5258",2,"111","2","UDC",56.5780821917808
"5259",1,"111","2","PLR",77.2602739726027
"5260",1,"111","2","UDC",57.5452054794521
"5261",2,"111","2","VERTS",76.1424657534247
"5262",1,"111","3","POP-SOL",86.4191780821918
"5263",1,"711","2","PLR",50.9698630136986
"5264",1,"121","2","VERTS",57.2246575342466
"5265",1,"711","2","PSN",41.0328767123288
"5266",2,"711","1","PLR",31.4301369863014
"5267",2,"121","4","VERTS",56.5643835616438
"5268",2,"121","1","VERTS",23.2794520547945
"5269",2,"111","2","PSN",67.7315068493151
"5270",1,"111","4","VERT-LIB",83.1835616438356
"5271",2,"111","2","PLR",69.3150684931507
"5272",2,"121","2","PLR",51.4821917808219
"5273",2,"111","1","PSN",27.3397260273973
"5274",1,"111","2","VERT-LIB",45.9232876712329
"5275",2,"121","2","PLR",48.5342465753425
"5276",1,"111","2","UDC",73.358904109589
"5277",2,"811","2","PSN",50.3561643835616
"5278",1,"111","1","PSN",65.0904109589041
"5279",1,"811","4","PLR",65.9534246575342
"5280",2,"711","2","VERTS",60.3041095890411
"5281",1,"811","1","PSN",22.6493150684932
"5282",1,"711","4","PSN",63.0602739726027
"5283",2,"111","2","PLR",90.7041095890411
"5284",2,"111","1","UDC",20.6630136986301
"5285",1,"111","3","POP-SOL",84.3835616438356
"5286",1,"111","2","PLR",28.827397260274
"5287",2,"0","1","PSN",22.9232876712329
"5288",2,"111","4","VERTS",65.8438356164384
"5289",1,"811","1","PSN",27.9671232876712
"5290",2,"121","2","PLR",35.4328767123288
"5291",1,"811","1","PSN",25.413698630137
"5292",1,"121","2","POP-SOL",74.2219178082192
"5293",2,"111","1","PLR",23.0986301369863
"5294",1,"711","2","VERTS",31.2767123287671
"5295",1,"111","2","VERT-LIB",78.7671232876712
"5296",2,"111","3","PLR",80.5397260273973
"5297",1,"711","2","PLR",40.8164383561644
"5298",1,"121","1","VERTS",60.9506849315068
"5299",1,"121","1","PSN",46.4493150684931
"5300",1,"121","1","PLR",24.8219178082192
"5301",2,"711","4","PLR",39.6328767123288
"5302",2,"711","2","PSN",44.5808219178082
"5303",1,"121","1","PSN",37.3178082191781
"5304",1,"121","2","PLR",52.5890410958904
"5305",2,"121","1","UDC",20.358904109589
"5306",2,"121","2","PLR",58.413698630137
"5307",2,"811","2","UDC",23.4630136986301
"5308",2,"121","1","PLR",27.3808219178082
"5309",2,"111","3","PLR",100.098630136986
"5310",2,"121","1","PLR",50.3917808219178
"5311",1,"711","1","PSN",44.5315068493151
"5312",2,"121","2","PLR",74.5232876712329
"5313",2,"111","2","VERTS",56.6931506849315
"5314",2,"111","2","VERTS",59.3671232876712
"5315",2,"111","2","VERTS",47.0246575342466
"5316",1,"711","1","VERTS",20.2109589041096
"5317",1,"121","1","PLR",34.2191780821918
"5318",1,"711","2","PLR",64.4575342465753
"5319",2,"121","2","PSN",82.7095890410959
"5320",1,"711","4","VERTS",68.6465753424658
"5321",2,"111","2","PSN",77.358904109589
"5322",1,"711","4","VERT-LIB",41.1945205479452
"5323",1,"111","2","VERT-LIB",58.8931506849315
"5324",1,"111","2","PLR",55.2328767123288
"5325",2,"121","4","VERTS",75.9616438356164
"5326",1,"121","2","PSN",49.1287671232877
"5327",2,"111","2","PLR",36.2849315068493
"5328",1,"121","1","POP-SOL",22.7917808219178
"5329",1,"811","2","PLR",67.5424657534247
"5330",2,"121","1","PLR",35.3643835616438
"5331",2,"111","4","UDC",81.4054794520548
"5332",1,"121","2","PSN",58.8575342465753
"5333",1,"111","2","UDC",34.9123287671233
"5334",1,"711","1","VERTS",35.6602739726027
"5335",1,"121","2","PSN",56.2712328767123
"5336",2,"121","2","PLR",59.9698630136986
"5337",2,"811","2","UDC",53.2493150684932
"5338",1,"711","2","PSN",47.9945205479452
"5339",2,"122","2","PSN",45.772602739726
"5340",2,"711","1","PSN",29.8109589041096
"5341",2,"111","4","UDC",52.4876712328767
"5342",2,"711","4","PLR",61.3835616438356
"5343",1,"711","2","PSN",54.5643835616438
"5344",1,"111","1","PSN",55.9013698630137
"5345",1,"0","2","PSN",37.3753424657534
"5346",1,"711","1","VERT-LIB",28.1506849315068
"5347",1,"811","2","VERTS",48
"5348",2,"811","1","PSN",25.9561643835616
"5349",2,"121","2","PLR",59.2602739726027
"5350",1,"811","4","PSN",41.8547945205479
"5351",1,"121","2","PLR",56.5479452054795
"5352",2,"111","2","PLR",70.3369863013699
"5353",2,"121","2","PLR",62.7260273972603
"5354",2,"111","2","POP-SOL",72.6657534246575
"5355",1,"711","2","PSN",33.2465753424658
"5356",1,"111","2","PLR",85.1945205479452
"5357",2,"811","1","PLR",49.5315068493151
"5358",2,"811","2","UDC",36.041095890411
"5359",2,"111","2","PLR",75.5013698630137
"5360",1,"0","2","VERTS",53.3561643835616
"5361",1,"811","2","PLR",31.3095890410959
"5362",1,"711","1","PSN",36.2301369863014
"5363",1,"111","1","PSN",38.372602739726
"5364",1,"111","1","VERTS",28.2794520547945
"5365",2,"121","2","PSN",49.3616438356164
"5366",2,"711","2","POP-SOL",39.1698630136986
"5367",2,"121","1","PSN",26.1123287671233
"5368",2,"711","1","PLR",44.3671232876712
"5369",1,"811","1","VERT-LIB",23.9369863013699
"5370",2,"111","3","PSN",39.558904109589
"5371",1,"811","4","PSN",50.2547945205479
"5372",2,"111","4","PSN",47.0821917808219
"5373",1,"711","2","PLR",38.1232876712329
"5374",1,"711","2","PLR",40.1342465753425
"5375",1,"122","2","PSN",50.8
"5376",2,"121","2","PSN",65.7123287671233
"5377",2,"111","3","PLR",85.572602739726
"5378",1,"121","1","PSN",22.6958904109589
"5379",1,"121","1","PLR",55.2931506849315
"5380",1,"121","1","PLR",63.7698630136986
"5381",1,"711","4","PSN",57.8246575342466
"5382",1,"121","2","PLR",44.9561643835616
"5383",1,"711","2","PLR",40.2602739726027
"5384",2,"111","2","PSN",56.6547945205479
"5385",1,"711","2","PSN",54.3260273972603
"5386",1,"711","2","PSN",49.4602739726027
"5387",1,"121","1","PSN",59.7205479452055
"5388",2,"811","2","PSN",25.6054794520548
"5389",1,"121","2","VERTS",49.8082191780822
"5390",1,"111","4","VERTS",65.3698630136986
"5391",1,"121","2","PSN",68.7452054794521
"5392",2,"711","2","PLR",44.0575342465753
"5393",2,"121","2","POP-SOL",47.7315068493151
"5394",2,"121","1","PLR",26.4301369863014
"5395",2,"711","4","PLR",43.2986301369863
"5396",2,"121","1","PLR",44.0931506849315
"5397",1,"111","4","PSN",72.8876712328767
"5398",1,"711","1","PLR",24.358904109589
"5399",1,"111","4","VERTS",46.227397260274
"5400",2,"0","1","VERTS",33.6684931506849
"5401",1,"811","1","VERTS",37.3013698630137
"5402",2,"111","2","PLR",46.2794520547945
"5403",2,"711","2","VERTS",34.3013698630137
"5404",1,"111","4","VERTS",59.8657534246575
"5405",1,"121","2","VERTS",58.2849315068493
"5406",2,"811","2","POP-SOL",37.5698630136986
"5407",2,"111","2","PSN",57.3178082191781
"5408",1,"711","1","PSN",24.6931506849315
"5409",2,"111","2","PSN",67.1260273972603
"5410",2,"711","1","PSN",78.5534246575343
"5411",2,"121","2","PLR",60.2794520547945
"5412",1,"111","1","UDC",28.4904109589041
"5413",1,"711","2","UDC",46.1315068493151
"5414",1,"121","2","PSN",77.2739726027397
"5415",2,"111","4","UDC",61.0739726027397
"5416",1,"121","2","PSN",66.6493150684932
"5417",2,"111","3","PLR",79.8958904109589
"5418",2,"711","2","PLR",62.1945205479452
"5419",1,"121","4","PLR",78.1424657534247
"5420",2,"111","2","VERTS",74.4904109589041
"5421",2,"111","2","PLR",76.4465753424657
"5422",2,"121","2","POP-SOL",56.972602739726
"5423",1,"111","2","PLR",43.1287671232877
"5424",2,"111","1","POP-SOL",20.4383561643836
"5425",1,"121","2","PLR",78.7671232876712
"5426",2,"121","2","PSN",85.4219178082192
"5427",1,"111","2","POP-SOL",44.5534246575342
"5428",2,"711","2","PSN",62.9095890410959
"5429",1,"711","1","POP-SOL",20.7452054794521
"5430",2,"811","2","PSN",47.4301369863014
"5431",2,"711","1","PSN",30.4356164383562
"5432",2,"0","4","PLR",75.1890410958904
"5433",2,"711","3","PSN",60.9671232876712
"5434",2,"111","4","PLR",45.6876712328767
"5435",2,"111","2","PDC",59.1287671232877
"5436",1,"121","2","PSN",58.0109589041096
"5437",1,"111","2","PSN",70.3808219178082
"5438",2,"111","2","POP-SOL",47.972602739726
"5439",2,"111","2","PLR",55.9342465753425
"5440",2,"0","4","PSN",28.2465753424658
"5441",1,"711","4","PLR",64.4958904109589
"5442",2,"711","1","PLR",31.827397260274
"5443",2,"111","3","PLR",74.8027397260274
"5444",1,"811","4","PLR",62.4219178082192
"5445",1,"111","2","PLR",71.4712328767123
"5446",1,"121","1","PLR",29.3506849315068
"5447",1,"711","1","POP-SOL",34.5753424657534
"5448",1,"111","1","PLR",54.9808219178082
"5449",1,"121","2","PSN",74.0849315068493
"5450",2,"121","4","PSN",64.3095890410959
"5451",2,"111","2","PSN",62.9671232876712
"5452",2,"111","1","PLR",42.2630136986301
"5453",2,"711","1","PSN",41.3698630136986
"5454",2,"111","4","PLR",82.241095890411
"5455",2,"811","2","PLR",57.958904109589
"5456",2,"111","3","PLR",91.041095890411
"5457",1,"121","4","PLR",60.827397260274
"5458",1,"711","1","PLR",31.6493150684932
"5459",1,"121","1","PLR",56.5534246575342
"5460",2,"121","2","PLR",74.0328767123288
"5461",1,"0","2","PLR",54.9917808219178
"5462",2,"0","2","POP-SOL",56.158904109589
"5463",2,"121","1","PLR",20.0465753424658
"5464",2,"121","2","PSN",71.441095890411
"5465",1,"111","1","UDC",20.2383561643836
"5466",1,"111","1","POP-SOL",28.6027397260274
"5467",1,"111","1","PLR",20.413698630137
"5468",1,"121","2","PDC",77.5780821917808
"5469",1,"121","2","PSN",57.9315068493151
"5470",2,"111","2","PLR",78.5780821917808
"5471",1,"111","2","VERTS",56.2246575342466
"5472",1,"121","2","PLR",55.2547945205479
"5473",2,"111","2","PLR",82.6328767123288
"5474",1,"121","2","PSN",48.0602739726027
"5475",2,"121","2","PLR",33.8876712328767
"5476",2,"121","2","POP-SOL",64.7123287671233
"5477",2,"811","2","PSN",35.7068493150685
"5478",1,"121","1","VERTS",28.8767123287671
"5479",2,"711","2","PSN",35.4219178082192
"5480",1,"121","1","VERT-LIB",51.4328767123288
"5481",1,"111","1","VERTS",25.4191780821918
"5482",2,"111","2","PSN",66.0821917808219
"5483",1,"111","2","PLR",67.5150684931507
"5484",1,"121","1","PSN",23.7945205479452
"5485",2,"121","2","PLR",62.5917808219178
"5486",1,"711","2","PLR",31.4383561643836
"5487",1,"111","1","PLR",36.5452054794521
"5488",1,"111","2","PSN",76.1123287671233
"5489",1,"811","2","PLR",37.7041095890411
"5490",1,"711","1","PLR",39.8
"5491",2,"111","2","PLR",75.3068493150685
"5492",1,"121","1","PSN",65.0082191780822
"5493",1,"811","1","PLR",34.9342465753425
"5494",2,"111","3","PSN",59.2520547945205
"5495",2,"111","2","PSN",64.4054794520548
"5496",2,"711","1","PLR",27.3534246575342
"5497",2,"111","4","PLR",50.2164383561644
"5498",2,"111","4","PSN",42.2520547945205
"5499",1,"111","1","PLR",27.3780821917808
"5500",2,"711","4","PLR",67.2821917808219
"5501",2,"111","3","PSN",86.586301369863
"5502",2,"711","4","VERT-LIB",59.158904109589
"5503",1,"121","2","PLR",48.8630136986301
"5504",2,"111","4","VERTS",53.6164383561644
"5505",2,"111","1","PSN",22.972602739726
"5506",2,"711","2","PLR",33.4438356164384
"5507",2,"111","2","VERTS",55.8109589041096
"5508",1,"811","2","VERTS",37.7369863013699
"5509",2,"111","2","PSN",60.3041095890411
"5510",2,"711","2","PSN",54.8575342465753
"5511",2,"111","2","PSN",77.2958904109589
"5512",1,"711","1","VERTS",48.8328767123288
"5513",1,"121","2","PLR",63.2602739726027
"5514",2,"711","1","VERTS",39.2958904109589
"5515",1,"121","2","VERTS",82.8301369863014
"5516",2,"121","1","PSN",20.4246575342466
"5517",1,"121","2","PSN",59.2794520547945
"5518",2,"121","2","PDC",48.9671232876712
"5519",2,"121","1","PDC",40.3095890410959
"5520",2,"121","2","POP-SOL",47.0246575342466
"5521",1,"711","2","PLR",51.2684931506849
"5522",2,"111","4","UDC",56.213698630137
"5523",1,"111","1","POP-SOL",54.9671232876712
"5524",1,"811","2","PSN",41.4520547945205
"5525",1,"111","2","PLR",56.5232876712329
"5526",2,"121","2","PLR",69.9095890410959
"5527",1,"711","2","PLR",38.3698630136986
"5528",2,"111","2","PSN",65.5972602739726
"5529",2,"111","2","UDC",57.1095890410959
"5530",1,"711","1","VERTS",22.6301369863014
"5531",1,"711","2","PLR",41.3643835616438
"5532",1,"121","6","PLR",54.0602739726027
"5533",2,"711","2","PSN",67.7123287671233
"5534",1,"111","2","VERTS",72.9397260273973
"5535",2,"111","2","VERTS",29.9205479452055
"5536",2,"121","2","PLR",35.9698630136986
"5537",1,"711","1","PLR",19.9232876712329
"5538",2,"0","2","PSN",49.9534246575342
"5539",2,"121","1","PLR",52.2328767123288
"5540",1,"121","1","UDC",32.2712328767123
"5541",2,"811","1","PLR",25.3835616438356
"5542",2,"811","3","PSN",55.4904109589041
"5543",1,"121","2","PLR",56.6054794520548
"5544",2,"111","2","PLR",74.4493150684931
"5545",2,"811","4","VERTS",61.2657534246575
"5546",2,"111","2","PSN",28.3260273972603
"5547",1,"711","2","VERTS",39.6054794520548
"5548",1,"111","4","PSN",74.9561643835616
"5549",2,"111","1","PLR",89.9232876712329
"5550",1,"711","4","POP-SOL",49.2931506849315
"5551",1,"711","4","POP-SOL",54.8027397260274
"5552",2,"811","2","PSN",39.8739726027397
"5553",2,"121","2","PLR",78.841095890411
"5554",1,"811","1","UDC",25.386301369863
"5555",1,"0","1","VERTS",37.3178082191781
"5556",1,"811","2","PSN",37.9232876712329
"5557",1,"0","1","PLR",38.2383561643836
"5558",1,"811","1","PLR",27.4191780821918
"5559",1,"111","3","PSN",64.9452054794521
"5560",2,"111","3","POP-SOL",90.6712328767123
