"","SEX","RELIGION","MARITALSTATUS","parti","age"
"3461",2,"711","2","PSN",63.5698630136986
"3462",1,"111","2","PSN",78.4465753424657
"3463",1,"121","2","PLR",62.2657534246575
"3464",1,"121","2","PSN",36.4630136986301
"3465",2,"811","1","VERT-LIB",24.8054794520548
"3466",2,"111","2","PSN",68.3671232876712
"3467",1,"711","1","PSN",55.6767123287671
"3468",2,"711","1","POP-SOL",23.8027397260274
"3469",2,"111","2","PLR",54.0712328767123
"3470",2,"811","2","PLR",30.7890410958904
"3471",2,"121","2","PSN",38.1506849315069
"3472",1,"111","1","UDC",63.0356164383562
"3473",1,"121","2","POP-SOL",84.6849315068493
"3474",1,"121","2","PLR",42.3479452054795
"3475",2,"121","4","VERTS",49.2219178082192
"3476",2,"121","2","PLR",73.9972602739726
"3477",2,"111","1","PSN",23.9041095890411
"3478",1,"121","1","UDC",20.227397260274
"3479",2,"111","1","PSN",22.3671232876712
"3480",2,"111","2","VERTS",41.1808219178082
"3481",2,"121","2","UDC",60.6794520547945
"3482",2,"111","2","PSN",74.3068493150685
"3483",1,"121","2","VERTS",57.7643835616438
"3484",1,"121","2","PSN",54.5178082191781
"3485",1,"121","4","PLR",58.227397260274
"3486",2,"111","2","VERTS",54.8
"3487",1,"111","2","PLR",89.2109589041096
"3488",2,"121","1","PSN",48.8602739726027
"3489",2,"111","2","PLR",77.2438356164384
"3490",2,"111","1","PSN",70.1917808219178
"3491",1,"711","1","PSN",40.2849315068493
"3492",2,"121","2","PLR",51.6493150684932
"3493",1,"121","1","PLR",31.3698630136986
"3494",1,"111","2","PDC",66.6191780821918
"3495",2,"111","1","VERTS",55.6767123287671
"3496",1,"711","1","PLR",22.0054794520548
"3497",2,"811","2","PLR",42.2931506849315
"3498",2,"711","4","PSN",43.5315068493151
"3499",2,"0","2","PSN",59.2547945205479
"3500",1,"711","1","PDC",36.2109589041096
"3501",1,"111","1","VERTS",26.0684931506849
"3502",2,"711","3","POP-SOL",87.345205479452
"3503",2,"111","1","PDC",39.5534246575342
"3504",1,"0","2","VERTS",49.1835616438356
"3505",2,"121","2","PSN",38.8219178082192
"3506",2,"711","2","PLR",55.5780821917808
"3507",2,"111","4","UDC",57.5095890410959
"3508",1,"121","2","PLR",44.5698630136986
"3509",1,"711","2","PLR",41.8547945205479
"3510",1,"111","4","PLR",69.3671232876712
"3511",1,"711","2","PLR",58.2054794520548
"3512",2,"121","1","PLR",30.1424657534247
"3513",2,"0","2","PSN",34.0821917808219
"3514",1,"121","3","PLR",92.4684931506849
"3515",1,"711","1","VERTS",41.1041095890411
"3516",1,"711","1","PLR",25.9178082191781
"3517",1,"111","2","PLR",51.9342465753425
"3518",2,"711","2","PSN",55.1561643835616
"3519",1,"121","2","PLR",61.172602739726
"3520",2,"111","6","PLR",49.3972602739726
"3521",1,"711","2","PLR",45.4
"3522",1,"711","4","POP-SOL",52.4328767123288
"3523",2,"711","1","POP-SOL",21.8739726027397
"3524",1,"711","1","PLR",36.427397260274
"3525",1,"111","2","PSN",49.6
"3526",1,"811","2","VERTS",56.8986301369863
"3527",2,"711","4","VERTS",48.372602739726
"3528",2,"111","4","PSN",35.7972602739726
"3529",1,"111","1","UDC",32.2
"3530",1,"111","1","PSN",34.5452054794521
"3531",1,"111","2","PLR",68.958904109589
"3532",2,"121","2","PLR",65.5041095890411
"3533",2,"711","1","PLR",43.2191780821918
"3534",2,"111","2","UDC",49.8164383561644
"3535",1,"111","2","PLR",42.3452054794521
"3536",1,"111","2","PSN",51.5479452054795
"3537",1,"711","1","VERTS",24.6191780821918
"3538",2,"811","2","PSN",46.041095890411
"3539",1,"121","2","VERT-LIB",45.586301369863
"3540",2,"711","1","PLR",24.5671232876712
"3541",2,"111","3","PSN",87.5123287671233
"3542",2,"711","2","POP-SOL",46.4
"3543",1,"111","4","PLR",43.3041095890411
"3544",2,"111","1","UDC",21.9369863013699
"3545",1,"711","2","POP-SOL",56.0465753424658
"3546",2,"111","1","PLR",24.0794520547945
"3547",2,"121","1","PLR",50.7397260273973
"3548",2,"121","1","PLR",50.2520547945205
"3549",1,"811","2","PSN",45.427397260274
"3550",1,"711","1","VERT-LIB",37.6438356164384
"3551",2,"111","1","PSN",28.0547945205479
"3552",2,"121","4","PLR",67.0356164383562
"3553",2,"111","2","PLR",90.1561643835616
"3554",2,"111","1","PLR",59.5890410958904
"3555",2,"111","1","VERTS",25.6054794520548
"3556",2,"711","4","PSN",70.1917808219178
"3557",2,"711","1","PLR",37.5178082191781
"3558",2,"111","4","PSN",74.7397260273973
"3559",2,"121","1","UDC",49.8849315068493
"3560",1,"811","1","UDC",33.9123287671233
"3561",1,"0","2","PLR",35.8219178082192
"3562",2,"121","1","PSN",33.0575342465753
"3563",1,"121","1","PSN",31.3698630136986
"3564",1,"121","1","PDC",37.3616438356164
"3565",1,"111","2","PLR",55.5369863013699
"3566",2,"121","3","PLR",80.3506849315068
"3567",2,"121","2","PLR",72.6712328767123
"3568",1,"811","2","PLR",33.3178082191781
"3569",1,"811","1","PLR",24.8164383561644
"3570",2,"121","1","PSN",55.8219178082192
"3571",2,"111","2","PLR",70.0054794520548
"3572",1,"111","2","PLR",69.5315068493151
"3573",2,"121","1","VERTS",38.1616438356164
"3574",1,"121","1","PLR",28.613698630137
"3575",1,"811","2","UDC",64.5945205479452
"3576",2,"121","2","VERTS",63.4904109589041
"3577",2,"111","2","VERTS",85.5835616438356
"3578",2,"121","1","PLR",21.8027397260274
"3579",1,"111","2","VERTS",37.0191780821918
"3580",1,"811","2","PSN",55.4164383561644
"3581",2,"121","1","PSN",19.9753424657534
"3582",1,"121","1","PLR",48.1890410958904
"3583",2,"711","1","VERTS",50.7068493150685
"3584",1,"111","2","PSN",60.8876712328767
"3585",1,"121","2","PSN",79.1561643835616
"3586",1,"121","2","PLR",60.6547945205479
"3587",2,"111","2","PLR",36.3917808219178
"3588",1,"121","4","UDC",69.0794520547945
"3589",2,"111","4","PLR",67.8739726027397
"3590",2,"121","3","PLR",92.8356164383562
"3591",2,"121","4","PLR",83.8739726027397
"3592",2,"111","2","VERTS",81.2082191780822
"3593",2,"121","2","PSN",37.0547945205479
"3594",1,"711","1","VERTS",23.6794520547945
"3595",2,"121","2","PSN",50.3342465753425
"3596",2,"121","2","PLR",81.5452054794521
"3597",1,"811","2","PLR",60.5671232876712
"3598",1,"811","1","POP-SOL",35.6931506849315
"3599",2,"121","2","PLR",89.1178082191781
"3600",1,"121","1","PSN",21.3205479452055
"3601",2,"811","1","PSN",23.2657534246575
"3602",2,"111","1","VERTS",65.0082191780822
"3603",2,"121","2","PLR",53.9342465753425
"3604",2,"121","2","UDC",55.7452054794521
"3605",2,"111","2","PSN",79.0904109589041
"3606",2,"121","2","PLR",46.8849315068493
"3607",1,"111","1","PLR",96.2794520547945
"3608",2,"111","2","PLR",79.6356164383562
"3609",1,"811","2","VERTS",47.2383561643836
"3610",1,"111","2","PLR",71.0849315068493
"3611",2,"111","2","VERTS",45.3452054794521
"3612",1,"711","2","PLR",62.9479452054794
"3613",1,"121","1","PSN",24.3479452054795
"3614",2,"121","1","PSN",53.0876712328767
"3615",2,"111","4","PSN",40.7561643835616
"3616",2,"121","3","PSN",91.1041095890411
"3617",2,"711","2","PSN",37.5205479452055
"3618",1,"711","2","VERTS",40.213698630137
"3619",2,"111","2","UDC",62.3041095890411
"3620",2,"111","2","UDC",42.7561643835616
"3621",2,"811","2","PSN",58.3479452054795
"3622",2,"121","4","VERTS",45.7972602739726
"3623",1,"711","1","PSN",31.0438356164384
"3624",1,"121","2","UDC",36.3945205479452
"3625",1,"121","1","VERTS",20.827397260274
"3626",1,"111","2","PSN",67.3205479452055
"3627",1,"111","4","PLR",67.8767123287671
"3628",1,"111","4","PSN",52.4054794520548
"3629",1,"711","1","VERTS",30.3972602739726
"3630",1,"111","2","PSN",49.3315068493151
"3631",1,"111","2","UDC",42.3534246575342
"3632",2,"111","1","PSN",21.5260273972603
"3633",2,"121","1","UDC",42.4931506849315
"3634",1,"811","1","VERT-LIB",32.8630136986301
"3635",1,"711","1","PLR",40.1534246575342
"3636",2,"111","4","PDC",68.2
"3637",1,"111","1","PSN",59.186301369863
"3638",1,"811","2","POP-SOL",52.1671232876712
"3639",1,"111","2","PSN",85.427397260274
"3640",2,"0","1","VERTS",31.5698630136986
"3641",2,"711","2","PDC",53.2438356164384
"3642",1,"121","2","PLR",57.5945205479452
"3643",2,"121","2","VERTS",62.3808219178082
"3644",2,"121","1","PSN",66.8301369863014
"3645",2,"711","1","PSN",29.2739726027397
"3646",1,"121","2","PLR",61.0219178082192
"3647",2,"811","2","VERT-LIB",33.7424657534247
"3648",2,"121","1","POP-SOL",69.5013698630137
"3649",2,"111","2","PSN",69.1616438356164
"3650",2,"711","4","VERTS",85.8465753424658
"3651",1,"121","2","UDC",58.5534246575342
"3652",1,"0","1","VERT-LIB",24.4383561643836
"3653",1,"121","2","PLR",60.586301369863
"3654",2,"121","4","PSN",49.5260273972603
"3655",2,"111","4","PSN",49.4356164383562
"3656",2,"121","2","PLR",46.6547945205479
"3657",1,"111","4","PLR",63.7287671232877
"3658",2,"111","2","PDC",71.1095890410959
"3659",1,"111","2","PSN",67.3506849315068
"3660",1,"711","2","PLR",50.2054794520548
"3661",2,"121","3","UDC",92.6219178082192
"3662",2,"111","2","VERTS",67.2493150684931
"3663",2,"121","2","PLR",75.1424657534247
"3664",1,"711","4","PSN",70.5917808219178
"3665",2,"711","1","PLR",30.2054794520548
"3666",2,"121","1","PSN",22.3753424657534
"3667",2,"111","2","PLR",36.4164383561644
"3668",1,"121","2","PLR",37.958904109589
"3669",1,"121","1","PLR",24.7287671232877
"3670",1,"111","4","PSN",53.3671232876712
"3671",1,"111","1","PSN",23.9479452054795
"3672",1,"121","2","PSN",43.4219178082192
"3673",1,"121","2","VERTS",57.2438356164384
"3674",2,"111","3","POP-SOL",90.0794520547945
"3675",1,"111","1","PSN",49.8219178082192
"3676",1,"711","4","PLR",52.8821917808219
"3677",1,"0","4","VERTS",53.3178082191781
"3678",1,"711","2","PSN",62.6931506849315
"3679",2,"121","1","POP-SOL",19.8191780821918
"3680",1,"121","1","PSN",41.0931506849315
"3681",2,"121","2","PLR",50.8219178082192
"3682",2,"111","3","PSN",92.358904109589
"3683",1,"0","2","PSN",27.6630136986301
"3684",2,"111","1","PSN",25.3452054794521
"3685",1,"111","2","VERTS",50.8328767123288
"3686",2,"111","2","PLR",56.8876712328767
"3687",2,"111","2","PLR",67.5424657534247
"3688",1,"121","2","PSN",41.0958904109589
"3689",1,"0","2","PLR",28.7013698630137
"3690",1,"111","2","UDC",48.3479452054795
"3691",1,"0","1","PSN",22.4164383561644
"3692",2,"111","2","VERTS",59.9342465753425
"3693",1,"811","2","PSN",47.5945205479452
"3694",2,"0","2","PLR",46.7808219178082
"3695",1,"111","2","PSN",64.5013698630137
"3696",2,"121","2","PLR",51.0821917808219
"3697",2,"111","2","PSN",69.2164383561644
"3698",1,"811","2","PLR",51.2739726027397
"3699",1,"121","2","PLR",62.9698630136986
"3700",2,"121","2","PLR",49.3917808219178
"3701",2,"121","2","PLR",81.6219178082192
"3702",1,"711","1","PSN",20.5753424657534
"3703",2,"111","2","VERTS",63.7753424657534
"3704",2,"711","1","UDC",25.386301369863
"3705",2,"111","1","PSN",33.7095890410959
"3706",1,"111","2","PLR",79.6739726027397
"3707",2,"111","2","POP-SOL",59.9260273972603
"3708",2,"111","4","VERT-LIB",58.9698630136986
"3709",2,"121","2","PLR",56.372602739726
"3710",2,"111","2","POP-SOL",56.627397260274
"3711",2,"811","2","PSN",37.9945205479452
"3712",2,"811","2","VERTS",75.572602739726
"3713",1,"121","2","PSN",60.0465753424658
"3714",2,"811","2","PSN",59.3534246575342
"3715",1,"711","2","POP-SOL",60.0849315068493
"3716",2,"121","2","PLR",56.4794520547945
"3717",1,"811","2","UDC",66.5479452054795
"3718",1,"111","1","POP-SOL",19.8109589041096
"3719",1,"121","2","PLR",84.9150684931507
"3720",2,"711","4","PSN",50.4
"3721",2,"111","1","VERTS",19.9643835616438
"3722",2,"811","2","PSN",35.9424657534247
"3723",2,"111","2","PLR",62.9890410958904
"3724",2,"111","1","PLR",35.8794520547945
"3725",2,"811","1","PLR",28.4164383561644
"3726",2,"111","2","PLR",77.627397260274
"3727",1,"111","2","POP-SOL",92.9616438356164
"3728",2,"121","2","PSN",68.4465753424657
"3729",1,"111","4","VERTS",58.1561643835616
"3730",1,"711","1","POP-SOL",45.6547945205479
"3731",2,"121","2","PSN",69.4684931506849
"3732",1,"711","4","VERTS",51.6630136986301
"3733",1,"121","2","PSN",92.6082191780822
"3734",2,"711","1","PLR",19.7095890410959
"3735",2,"121","1","PLR",49.4438356164384
"3736",1,"121","3","VERTS",87.0904109589041
"3737",1,"121","2","PLR",48.0904109589041
"3738",1,"111","4","PLR",54.2219178082192
"3739",1,"121","2","PSN",64.2958904109589
"3740",1,"121","3","POP-SOL",83.4876712328767
"3741",1,"111","2","VERTS",48.6027397260274
"3742",1,"111","2","PSN",53.8356164383562
"3743",2,"811","1","VERT-LIB",31.9698630136986
"3744",1,"111","3","UDC",88.5698630136986
"3745",2,"121","2","VERTS",56.4438356164384
"3746",1,"111","2","PLR",74.9424657534247
"3747",1,"711","2","PSN",43.0602739726027
"3748",2,"111","4","PLR",59.413698630137
"3749",2,"111","2","PLR",86.5232876712329
"3750",2,"121","2","PSN",67.6630136986301
"3751",1,"121","2","PLR",56.427397260274
"3752",2,"111","3","VERTS",82.6520547945206
"3753",1,"811","2","PLR",52.6958904109589
"3754",1,"111","1","PLR",77.972602739726
"3755",1,"111","4","PLR",56.7835616438356
"3756",2,"111","1","PLR",20.6328767123288
"3757",2,"111","3","PLR",87.2356164383562
"3758",2,"111","2","PLR",50.1780821917808
"3759",1,"121","2","PSN",56.4630136986301
"3760",2,"111","2","PLR",70.7753424657534
"3761",1,"811","2","PSN",46.4767123287671
"3762",1,"111","4","PSN",42.4712328767123
"3763",1,"121","1","PLR",40.2794520547945
"3764",2,"711","2","PLR",54.9260273972603
"3765",2,"121","4","VERTS",81.4219178082192
"3766",2,"121","4","PLR",53.8493150684931
"3767",2,"111","3","UDC",87.6849315068493
"3768",2,"121","2","PSN",55.227397260274
"3769",2,"121","2","PSN",26.1123287671233
"3770",1,"711","1","POP-SOL",35.627397260274
"3771",2,"711","2","PSN",39.4465753424658
"3772",1,"111","2","PLR",73.0767123287671
"3773",1,"111","2","PLR",78.2438356164384
"3774",2,"811","2","PLR",73.9123287671233
"3775",2,"111","2","VERTS",69.6630136986301
"3776",2,"711","4","PDC",71.5972602739726
"3777",2,"111","2","PLR",77.2082191780822
"3778",2,"711","2","PSN",47.8465753424658
"3779",1,"711","2","VERTS",60.5342465753425
"3780",1,"111","1","PLR",26.3452054794521
"3781",2,"121","2","PSN",58.8794520547945
"3782",2,"811","1","VERTS",28.7095890410959
"3783",1,"111","4","PSN",61.1424657534247
"3784",2,"711","2","PLR",46.5424657534247
"3785",2,"0","3","PSN",42.158904109589
"3786",1,"111","2","POP-SOL",71.372602739726
"3787",1,"111","2","PSN",50.3287671232877
"3788",2,"111","1","PSN",26.986301369863
"3789",2,"121","2","PLR",37.9013698630137
"3790",2,"121","2","PLR",46.3534246575342
"3791",1,"0","1","POP-SOL",21.2794520547945
"3792",1,"111","1","PLR",68.7424657534247
"3793",1,"811","2","VERTS",53.372602739726
"3794",2,"711","1","VERTS",32.9232876712329
"3795",2,"111","4","PLR",60.9095890410959
"3796",2,"121","1","PLR",64.6958904109589
"3797",1,"111","1","PLR",32.4739726027397
"3798",1,"111","2","PLR",51.9917808219178
"3799",1,"111","1","PLR",25.1506849315068
"3800",2,"0","4","PLR",39.5643835616438
"3801",2,"111","4","POP-SOL",84.6630136986301
"3802",1,"711","2","PLR",44.5068493150685
"3803",1,"711","4","PSN",56.8986301369863
"3804",1,"122","2","VERTS",84.9534246575342
"3805",2,"121","1","VERTS",25.758904109589
"3806",1,"111","1","PSN",23.2794520547945
"3807",2,"121","2","VERT-LIB",47.1041095890411
"3808",1,"711","2","PLR",57.4027397260274
"3809",2,"111","2","UDC",75.1890410958904
"3810",2,"121","1","PLR",30.9260273972603
"3811",1,"811","2","PSN",48.9123287671233
"3812",2,"121","4","PLR",41.372602739726
"3813",2,"121","2","PLR",55.6712328767123
"3814",2,"121","4","PSN",75.1616438356164
"3815",2,"111","2","POP-SOL",78.4602739726027
"3816",1,"121","2","PLR",38.3178082191781
"3817",1,"121","2","PSN",51.4054794520548
"3818",1,"121","2","PLR",61.0383561643836
"3819",2,"121","2","PLR",57.4054794520548
"3820",1,"121","4","VERTS",51.7506849315068
"3821",1,"121","2","PLR",79.4931506849315
"3822",1,"121","2","PLR",60.2246575342466
"3823",2,"121","1","PSN",20.8246575342466
"3824",1,"711","2","PLR",48.6986301369863
"3825",2,"811","4","PSN",29.1232876712329
"3826",2,"0","1","UDC",20.5424657534247
"3827",2,"111","2","VERT-LIB",37.7260273972603
"3828",2,"121","1","VERT-LIB",37.7369863013699
"3829",1,"711","1","PSN",29.6164383561644
"3830",2,"111","2","PSN",65.5013698630137
"3831",1,"111","2","PSN",24.1041095890411
"3832",2,"121","1","UDC",26.6027397260274
"3833",1,"121","2","PLR",55.3068493150685
"3834",1,"711","1","VERTS",33.6301369863014
"3835",2,"111","2","VERTS",71.0876712328767
"3836",1,"711","4","PLR",63.8986301369863
"3837",2,"811","2","PLR",48.3506849315068
"3838",2,"121","2","PLR",72.4520547945205
"3839",1,"121","1","PSN",31.9260273972603
"3840",1,"711","2","PSN",74.6
"3841",2,"111","1","PSN",48.5068493150685
"3842",2,"811","2","PSN",26.9315068493151
"3843",2,"111","2","PLR",58.4082191780822
"3844",2,"111","2","PSN",79.8958904109589
"3845",2,"0","2","PSN",44.7315068493151
"3846",2,"111","2","PLR",44.4931506849315
"3847",2,"0","2","VERT-LIB",57.1808219178082
"3848",1,"121","2","UDC",42.5671232876712
"3849",2,"121","2","PLR",62.4794520547945
"3850",1,"111","1","PSN",28.1205479452055
"3851",1,"711","1","PSN",59.4575342465753
"3852",2,"111","2","PDC",54.6054794520548
"3853",1,"711","1","PSN",46.7972602739726
"3854",1,"111","2","PDC",76.0739726027397
"3855",1,"711","1","PLR",57.7890410958904
"3856",1,"711","4","PLR",42.4904109589041
"3857",2,"811","1","PLR",26
"3858",1,"111","4","POP-SOL",46.1479452054795
"3859",1,"711","2","POP-SOL",58.386301369863
"3860",2,"811","1","PLR",26.5753424657534
"3861",1,"111","2","PLR",82.6821917808219
"3862",1,"711","2","UDC",43.8219178082192
"3863",2,"121","2","UDC",72.0876712328767
"3864",2,"111","4","PSN",78.1342465753425
"3865",2,"811","2","POP-SOL",43.1232876712329
"3866",2,"121","2","PSN",84.5424657534247
"3867",2,"111","2","PLR",65.2904109589041
"3868",1,"811","1","PSN",20.5232876712329
"3869",1,"711","4","PLR",56.9397260273973
"3870",2,"111","1","PLR",31.5095890410959
"3871",1,"121","1","PSN",75.772602739726
"3872",2,"121","1","PSN",21.627397260274
"3873",1,"121","2","PSN",92.0191780821918
"3874",1,"811","1","PLR",44.3369863013699
"3875",2,"121","1","PLR",24.5095890410959
"3876",2,"711","4","PLR",41.0027397260274
"3877",2,"711","4","POP-SOL",52.1643835616438
"3878",2,"711","1","POP-SOL",21.5123287671233
"3879",2,"711","4","PLR",42.4219178082192
"3880",2,"111","4","VERT-LIB",70.7260273972603
"3881",1,"121","1","PLR",25.1698630136986
"3882",1,"121","1","PLR",20.7945205479452
"3883",2,"111","3","PLR",88.6904109589041
"3884",1,"111","2","PLR",77.227397260274
"3885",2,"111","2","PSN",46.3890410958904
"3886",2,"711","2","PLR",26.2054794520548
"3887",2,"711","1","VERTS",38.8712328767123
"3888",2,"711","2","PLR",66.1123287671233
"3889",1,"121","2","VERTS",31.7698630136986
"3890",2,"121","1","PSN",26.6931506849315
"3891",2,"121","4","PLR",34.1342465753425
"3892",1,"111","2","PSN",80.0630136986301
"3893",1,"111","2","UDC",54.3643835616438
"3894",1,"711","2","PLR",35.2986301369863
"3895",2,"111","1","PSN",23.9013698630137
"3896",1,"111","1","VERTS",46.1013698630137
"3897",2,"111","1","PLR",51.9287671232877
"3898",2,"711","2","PSN",43.3616438356164
"3899",2,"111","2","PLR",64.8356164383562
"3900",1,"121","2","UDC",63.4739726027397
