"","temporelle","temporelle1","geo","cat1","cat2","valeurs"
"14349","2013Q2",2013-06-01,"La Brévine","Hommes","Variation trimetrielle en %",-5.29100529100529
"14350","2013Q2",2013-06-01,"La Brévine","Hommes","Variation annuelle en %",5.29411764705882
"14351","2013Q3",2013-09-01,"La Brévine","Hommes","Effectif",20.9
"14352","2013Q3",2013-09-01,"La Brévine","Hommes","Variation trimestrielle",3
"14353","2013Q3",2013-09-01,"La Brévine","Hommes","Variation annuelle",1
"14354","2013Q3",2013-09-01,"La Brévine","Hommes","Variation trimetrielle en %",16.7597765363129
"14355","2013Q3",2013-09-01,"La Brévine","Hommes","Variation annuelle en %",5.0251256281407
"14356","2013Q4",2013-12-01,"La Brévine","Hommes","Effectif",20
"14357","2013Q4",2013-12-01,"La Brévine","Hommes","Variation trimestrielle",-0.899999999999999
"14358","2013Q4",2013-12-01,"La Brévine","Hommes","Variation annuelle",0
"14359","2013Q4",2013-12-01,"La Brévine","Hommes","Variation trimetrielle en %",-4.30622009569377
"14360","2013Q4",2013-12-01,"La Brévine","Hommes","Variation annuelle en %",0
"14361","2014Q1",2014-03-01,"La Brévine","Hommes","Effectif",19
"14362","2014Q1",2014-03-01,"La Brévine","Hommes","Variation trimestrielle",-1
"14363","2014Q1",2014-03-01,"La Brévine","Hommes","Variation annuelle",0.100000000000001
"14364","2014Q1",2014-03-01,"La Brévine","Hommes","Variation trimetrielle en %",-5
"14365","2014Q1",2014-03-01,"La Brévine","Hommes","Variation annuelle en %",0.529100529100537
"14366","2014Q2",2014-06-01,"La Brévine","Hommes","Effectif",20
"14367","2014Q2",2014-06-01,"La Brévine","Hommes","Variation trimestrielle",1
"14368","2014Q2",2014-06-01,"La Brévine","Hommes","Variation annuelle",2.1
"14369","2014Q2",2014-06-01,"La Brévine","Hommes","Variation trimetrielle en %",5.26315789473684
"14370","2014Q2",2014-06-01,"La Brévine","Hommes","Variation annuelle en %",11.731843575419
"14371","2014Q3",2014-09-01,"La Brévine","Hommes","Effectif",23
"14372","2014Q3",2014-09-01,"La Brévine","Hommes","Variation trimestrielle",3
"14373","2014Q3",2014-09-01,"La Brévine","Hommes","Variation annuelle",2.1
"14374","2014Q3",2014-09-01,"La Brévine","Hommes","Variation trimetrielle en %",15
"14375","2014Q3",2014-09-01,"La Brévine","Hommes","Variation annuelle en %",10.0478468899522
"14376","2014Q4",2014-12-01,"La Brévine","Hommes","Effectif",25
"14377","2014Q4",2014-12-01,"La Brévine","Hommes","Variation trimestrielle",2
"14378","2014Q4",2014-12-01,"La Brévine","Hommes","Variation annuelle",5
"14379","2014Q4",2014-12-01,"La Brévine","Hommes","Variation trimetrielle en %",8.69565217391304
"14380","2014Q4",2014-12-01,"La Brévine","Hommes","Variation annuelle en %",25
"14381","2015Q1",2015-03-01,"La Brévine","Hommes","Effectif",24
"14382","2015Q1",2015-03-01,"La Brévine","Hommes","Variation trimestrielle",-1
"14383","2015Q1",2015-03-01,"La Brévine","Hommes","Variation annuelle",5
"14384","2015Q1",2015-03-01,"La Brévine","Hommes","Variation trimetrielle en %",-4
"14385","2015Q1",2015-03-01,"La Brévine","Hommes","Variation annuelle en %",26.3157894736842
"14386","2015Q2",2015-06-01,"La Brévine","Hommes","Effectif",26
"14387","2015Q2",2015-06-01,"La Brévine","Hommes","Variation trimestrielle",2
"14388","2015Q2",2015-06-01,"La Brévine","Hommes","Variation annuelle",6
"14389","2015Q2",2015-06-01,"La Brévine","Hommes","Variation trimetrielle en %",8.33333333333333
"14390","2015Q2",2015-06-01,"La Brévine","Hommes","Variation annuelle en %",30
"14391","2015Q3",2015-09-01,"La Brévine","Hommes","Effectif",28
"14392","2015Q3",2015-09-01,"La Brévine","Hommes","Variation trimestrielle",2
"14393","2015Q3",2015-09-01,"La Brévine","Hommes","Variation annuelle",5
"14394","2015Q3",2015-09-01,"La Brévine","Hommes","Variation trimetrielle en %",7.69230769230769
"14395","2015Q3",2015-09-01,"La Brévine","Hommes","Variation annuelle en %",21.7391304347826
"14396","2015Q4",2015-12-01,"La Brévine","Hommes","Effectif",30
"14397","2015Q4",2015-12-01,"La Brévine","Hommes","Variation trimestrielle",2
"14398","2015Q4",2015-12-01,"La Brévine","Hommes","Variation annuelle",5
"14399","2015Q4",2015-12-01,"La Brévine","Hommes","Variation trimetrielle en %",7.14285714285714
"14400","2015Q4",2015-12-01,"La Brévine","Hommes","Variation annuelle en %",20
"14401","2016Q1",2016-03-01,"La Brévine","Hommes","Effectif",29
"14402","2016Q1",2016-03-01,"La Brévine","Hommes","Variation trimestrielle",-1
"14403","2016Q1",2016-03-01,"La Brévine","Hommes","Variation annuelle",5
"14404","2016Q1",2016-03-01,"La Brévine","Hommes","Variation trimetrielle en %",-3.33333333333333
"14405","2016Q1",2016-03-01,"La Brévine","Hommes","Variation annuelle en %",20.8333333333333
"14406","2016Q2",2016-06-01,"La Brévine","Hommes","Effectif",29
"14407","2016Q2",2016-06-01,"La Brévine","Hommes","Variation trimestrielle",0
"14408","2016Q2",2016-06-01,"La Brévine","Hommes","Variation annuelle",3
"14409","2016Q2",2016-06-01,"La Brévine","Hommes","Variation trimetrielle en %",0
"14410","2016Q2",2016-06-01,"La Brévine","Hommes","Variation annuelle en %",11.5384615384615
"14411","2016Q3",2016-09-01,"La Brévine","Hommes","Effectif",30
"14412","2016Q3",2016-09-01,"La Brévine","Hommes","Variation trimestrielle",1
"14413","2016Q3",2016-09-01,"La Brévine","Hommes","Variation annuelle",2
"14414","2016Q3",2016-09-01,"La Brévine","Hommes","Variation trimetrielle en %",3.44827586206897
"14415","2016Q3",2016-09-01,"La Brévine","Hommes","Variation annuelle en %",7.14285714285714
"14416","2016Q4",2016-12-01,"La Brévine","Hommes","Effectif",25
"14417","2016Q4",2016-12-01,"La Brévine","Hommes","Variation trimestrielle",-5
"14418","2016Q4",2016-12-01,"La Brévine","Hommes","Variation annuelle",-5
"14419","2016Q4",2016-12-01,"La Brévine","Hommes","Variation trimetrielle en %",-16.6666666666667
"14420","2016Q4",2016-12-01,"La Brévine","Hommes","Variation annuelle en %",-16.6666666666667
"14421","2017Q1",2017-03-01,"La Brévine","Hommes","Effectif",26
"14422","2017Q1",2017-03-01,"La Brévine","Hommes","Variation trimestrielle",1
"14423","2017Q1",2017-03-01,"La Brévine","Hommes","Variation annuelle",-3
"14424","2017Q1",2017-03-01,"La Brévine","Hommes","Variation trimetrielle en %",4
"14425","2017Q1",2017-03-01,"La Brévine","Hommes","Variation annuelle en %",-10.3448275862069
"14426","2017Q2",2017-06-01,"La Brévine","Hommes","Effectif",26
"14427","2017Q2",2017-06-01,"La Brévine","Hommes","Variation trimestrielle",0
"14428","2017Q2",2017-06-01,"La Brévine","Hommes","Variation annuelle",-3
"14429","2017Q2",2017-06-01,"La Brévine","Hommes","Variation trimetrielle en %",0
"14430","2017Q2",2017-06-01,"La Brévine","Hommes","Variation annuelle en %",-10.3448275862069
"14431","2017Q3",2017-09-01,"La Brévine","Hommes","Effectif",27
"14432","2017Q3",2017-09-01,"La Brévine","Hommes","Variation trimestrielle",1
"14433","2017Q3",2017-09-01,"La Brévine","Hommes","Variation annuelle",-3
"14434","2017Q3",2017-09-01,"La Brévine","Hommes","Variation trimetrielle en %",3.84615384615385
"14435","2017Q3",2017-09-01,"La Brévine","Hommes","Variation annuelle en %",-10
"14436","2017Q4",2017-12-01,"La Brévine","Hommes","Effectif",26
"14437","2017Q4",2017-12-01,"La Brévine","Hommes","Variation trimestrielle",-1
"14438","2017Q4",2017-12-01,"La Brévine","Hommes","Variation annuelle",1
"14439","2017Q4",2017-12-01,"La Brévine","Hommes","Variation trimetrielle en %",-3.7037037037037
"14440","2017Q4",2017-12-01,"La Brévine","Hommes","Variation annuelle en %",4
"14441","2018Q1",2018-03-01,"La Brévine","Hommes","Effectif",29
"14442","2018Q1",2018-03-01,"La Brévine","Hommes","Variation trimestrielle",3
"14443","2018Q1",2018-03-01,"La Brévine","Hommes","Variation annuelle",3
"14444","2018Q1",2018-03-01,"La Brévine","Hommes","Variation trimetrielle en %",11.5384615384615
"14445","2018Q1",2018-03-01,"La Brévine","Hommes","Variation annuelle en %",11.5384615384615
"14446","2018Q2",2018-06-01,"La Brévine","Hommes","Effectif",31
"14447","2018Q2",2018-06-01,"La Brévine","Hommes","Variation trimestrielle",2
"14448","2018Q2",2018-06-01,"La Brévine","Hommes","Variation annuelle",5
"14449","2018Q2",2018-06-01,"La Brévine","Hommes","Variation trimetrielle en %",6.89655172413793
"14450","2018Q2",2018-06-01,"La Brévine","Hommes","Variation annuelle en %",19.2307692307692
"14451","2018Q3",2018-09-01,"La Brévine","Hommes","Effectif",34
"14452","2018Q3",2018-09-01,"La Brévine","Hommes","Variation trimestrielle",3
"14453","2018Q3",2018-09-01,"La Brévine","Hommes","Variation annuelle",7
"14454","2018Q3",2018-09-01,"La Brévine","Hommes","Variation trimetrielle en %",9.67741935483871
"14455","2018Q3",2018-09-01,"La Brévine","Hommes","Variation annuelle en %",25.9259259259259
"14456","2018Q4",2018-12-01,"La Brévine","Hommes","Effectif",35
"14457","2018Q4",2018-12-01,"La Brévine","Hommes","Variation trimestrielle",1
"14458","2018Q4",2018-12-01,"La Brévine","Hommes","Variation annuelle",9
"14459","2018Q4",2018-12-01,"La Brévine","Hommes","Variation trimetrielle en %",2.94117647058824
"14460","2018Q4",2018-12-01,"La Brévine","Hommes","Variation annuelle en %",34.6153846153846
"14461","2019Q1",2019-03-01,"La Brévine","Hommes","Effectif",33
"14462","2019Q1",2019-03-01,"La Brévine","Hommes","Variation trimestrielle",-2
"14463","2019Q1",2019-03-01,"La Brévine","Hommes","Variation annuelle",4
"14464","2019Q1",2019-03-01,"La Brévine","Hommes","Variation trimetrielle en %",-5.71428571428571
"14465","2019Q1",2019-03-01,"La Brévine","Hommes","Variation annuelle en %",13.7931034482759
"14466","2019Q2",2019-06-01,"La Brévine","Hommes","Effectif",34
"14467","2019Q2",2019-06-01,"La Brévine","Hommes","Variation trimestrielle",1
"14468","2019Q2",2019-06-01,"La Brévine","Hommes","Variation annuelle",3
"14469","2019Q2",2019-06-01,"La Brévine","Hommes","Variation trimetrielle en %",3.03030303030303
"14470","2019Q2",2019-06-01,"La Brévine","Hommes","Variation annuelle en %",9.67741935483871
"14471","2019Q3",2019-09-01,"La Brévine","Hommes","Effectif",35
"14472","2019Q3",2019-09-01,"La Brévine","Hommes","Variation trimestrielle",1
"14473","2019Q3",2019-09-01,"La Brévine","Hommes","Variation annuelle",1
"14474","2019Q3",2019-09-01,"La Brévine","Hommes","Variation trimetrielle en %",2.94117647058824
"14475","2019Q3",2019-09-01,"La Brévine","Hommes","Variation annuelle en %",2.94117647058824
"14476","2019Q4",2019-12-01,"La Brévine","Hommes","Effectif",32
"14477","2019Q4",2019-12-01,"La Brévine","Hommes","Variation trimestrielle",-3
"14478","2019Q4",2019-12-01,"La Brévine","Hommes","Variation annuelle",-3
"14479","2019Q4",2019-12-01,"La Brévine","Hommes","Variation trimetrielle en %",-8.57142857142857
"14480","2019Q4",2019-12-01,"La Brévine","Hommes","Variation annuelle en %",-8.57142857142857
"14481","2020Q1",2020-03-01,"La Brévine","Hommes","Effectif",33
"14482","2020Q1",2020-03-01,"La Brévine","Hommes","Variation trimestrielle",1
"14483","2020Q1",2020-03-01,"La Brévine","Hommes","Variation annuelle",0
"14484","2020Q1",2020-03-01,"La Brévine","Hommes","Variation trimetrielle en %",3.125
"14485","2020Q1",2020-03-01,"La Brévine","Hommes","Variation annuelle en %",0
"14486","2020Q2",2020-06-01,"La Brévine","Hommes","Effectif",32
"14487","2020Q2",2020-06-01,"La Brévine","Hommes","Variation trimestrielle",-1
"14488","2020Q2",2020-06-01,"La Brévine","Hommes","Variation annuelle",-2
"14489","2020Q2",2020-06-01,"La Brévine","Hommes","Variation trimetrielle en %",-3.03030303030303
"14490","2020Q2",2020-06-01,"La Brévine","Hommes","Variation annuelle en %",-5.88235294117647
"14491","2020Q3",2020-09-01,"La Brévine","Hommes","Effectif",34
"14492","2020Q3",2020-09-01,"La Brévine","Hommes","Variation trimestrielle",2
"14493","2020Q3",2020-09-01,"La Brévine","Hommes","Variation annuelle",-1
"14494","2020Q3",2020-09-01,"La Brévine","Hommes","Variation trimetrielle en %",6.25
"14495","2020Q3",2020-09-01,"La Brévine","Hommes","Variation annuelle en %",-2.85714285714286
"14496","2020Q4",2020-12-01,"La Brévine","Hommes","Effectif",34
"14497","2020Q4",2020-12-01,"La Brévine","Hommes","Variation trimestrielle",0
"14498","2020Q4",2020-12-01,"La Brévine","Hommes","Variation annuelle",2
"14499","2020Q4",2020-12-01,"La Brévine","Hommes","Variation trimetrielle en %",0
"14500","2020Q4",2020-12-01,"La Brévine","Hommes","Variation annuelle en %",6.25
"14501","2021Q1",2021-03-01,"La Brévine","Hommes","Effectif",30
"14502","2021Q1",2021-03-01,"La Brévine","Hommes","Variation trimestrielle",-4
"14503","2021Q1",2021-03-01,"La Brévine","Hommes","Variation annuelle",-3
"14504","2021Q1",2021-03-01,"La Brévine","Hommes","Variation trimetrielle en %",-11.7647058823529
"14505","2021Q1",2021-03-01,"La Brévine","Hommes","Variation annuelle en %",-9.09090909090909
"14506","2021Q2",2021-06-01,"La Brévine","Hommes","Effectif",31
"14507","2021Q2",2021-06-01,"La Brévine","Hommes","Variation trimestrielle",1
"14508","2021Q2",2021-06-01,"La Brévine","Hommes","Variation annuelle",-1
"14509","2021Q2",2021-06-01,"La Brévine","Hommes","Variation trimetrielle en %",3.33333333333333
"14510","2021Q2",2021-06-01,"La Brévine","Hommes","Variation annuelle en %",-3.125
"14511","2021Q3",2021-09-01,"La Brévine","Hommes","Effectif",31
"14512","2021Q3",2021-09-01,"La Brévine","Hommes","Variation trimestrielle",0
"14513","2021Q3",2021-09-01,"La Brévine","Hommes","Variation annuelle",-3
"14514","2021Q3",2021-09-01,"La Brévine","Hommes","Variation trimetrielle en %",0
"14515","2021Q3",2021-09-01,"La Brévine","Hommes","Variation annuelle en %",-8.82352941176471
"14516","2021Q4",2021-12-01,"La Brévine","Hommes","Effectif",33
"14517","2021Q4",2021-12-01,"La Brévine","Hommes","Variation trimestrielle",2
"14518","2021Q4",2021-12-01,"La Brévine","Hommes","Variation annuelle",-1
"14519","2021Q4",2021-12-01,"La Brévine","Hommes","Variation trimetrielle en %",6.45161290322581
"14520","2021Q4",2021-12-01,"La Brévine","Hommes","Variation annuelle en %",-2.94117647058824
"14521","2022Q1",2022-03-01,"La Brévine","Hommes","Effectif",40.1
"14522","2022Q1",2022-03-01,"La Brévine","Hommes","Variation trimestrielle",7.1
"14523","2022Q1",2022-03-01,"La Brévine","Hommes","Variation annuelle",10.1
"14524","2022Q1",2022-03-01,"La Brévine","Hommes","Variation trimetrielle en %",21.5151515151515
"14525","2022Q1",2022-03-01,"La Brévine","Hommes","Variation annuelle en %",33.6666666666667
"14526","2022Q2",2022-06-01,"La Brévine","Hommes","Effectif",42
"14527","2022Q2",2022-06-01,"La Brévine","Hommes","Variation trimestrielle",1.9
"14528","2022Q2",2022-06-01,"La Brévine","Hommes","Variation annuelle",11
"14529","2022Q2",2022-06-01,"La Brévine","Hommes","Variation trimetrielle en %",4.73815461346633
"14530","2022Q2",2022-06-01,"La Brévine","Hommes","Variation annuelle en %",35.4838709677419
"14531","2022Q3",2022-09-01,"La Brévine","Hommes","Effectif",45.1
"14532","2022Q3",2022-09-01,"La Brévine","Hommes","Variation trimestrielle",3.1
"14533","2022Q3",2022-09-01,"La Brévine","Hommes","Variation annuelle",14.1
"14534","2022Q3",2022-09-01,"La Brévine","Hommes","Variation trimetrielle en %",7.38095238095238
"14535","2022Q3",2022-09-01,"La Brévine","Hommes","Variation annuelle en %",45.4838709677419
"14536","2022Q4",2022-12-01,"La Brévine","Hommes","Effectif",48.8
"14537","2022Q4",2022-12-01,"La Brévine","Hommes","Variation trimestrielle",3.7
"14538","2022Q4",2022-12-01,"La Brévine","Hommes","Variation annuelle",15.8
"14539","2022Q4",2022-12-01,"La Brévine","Hommes","Variation trimetrielle en %",8.20399113082039
"14540","2022Q4",2022-12-01,"La Brévine","Hommes","Variation annuelle en %",47.8787878787879
"14541","2023Q1",2023-03-01,"La Brévine","Hommes","Effectif",46.7
"14542","2023Q1",2023-03-01,"La Brévine","Hommes","Variation trimestrielle",-2.09999999999999
"14543","2023Q1",2023-03-01,"La Brévine","Hommes","Variation annuelle",6.6
"14544","2023Q1",2023-03-01,"La Brévine","Hommes","Variation trimetrielle en %",-4.30327868852458
"14545","2023Q1",2023-03-01,"La Brévine","Hommes","Variation annuelle en %",16.4588528678304
"14546","2023Q2",2023-06-01,"La Brévine","Hommes","Effectif",46.5
"14547","2023Q2",2023-06-01,"La Brévine","Hommes","Variation trimestrielle",-0.200000000000003
"14548","2023Q2",2023-06-01,"La Brévine","Hommes","Variation annuelle",4.5
"14549","2023Q2",2023-06-01,"La Brévine","Hommes","Variation trimetrielle en %",-0.428265524625274
"14550","2023Q2",2023-06-01,"La Brévine","Hommes","Variation annuelle en %",10.7142857142857
"14551","2023Q3",2023-09-01,"La Brévine","Hommes","Effectif",43.1
"14552","2023Q3",2023-09-01,"La Brévine","Hommes","Variation trimestrielle",-3.4
"14553","2023Q3",2023-09-01,"La Brévine","Hommes","Variation annuelle",-2
"14554","2023Q3",2023-09-01,"La Brévine","Hommes","Variation trimetrielle en %",-7.31182795698924
"14555","2023Q3",2023-09-01,"La Brévine","Hommes","Variation annuelle en %",-4.43458980044346
"14556","2023Q4",2023-12-01,"La Brévine","Hommes","Effectif",41.8
"14557","2023Q4",2023-12-01,"La Brévine","Hommes","Variation trimestrielle",-1.3
"14558","2023Q4",2023-12-01,"La Brévine","Hommes","Variation annuelle",-7
"14559","2023Q4",2023-12-01,"La Brévine","Hommes","Variation trimetrielle en %",-3.01624129930395
"14560","2023Q4",2023-12-01,"La Brévine","Hommes","Variation annuelle en %",-14.344262295082
"14561","1996Q1",1996-03-01,"La Brévine","Femmes","Effectif",8.7
"14562","1996Q1",1996-03-01,"La Brévine","Femmes","Variation trimestrielle",NA
"14563","1996Q1",1996-03-01,"La Brévine","Femmes","Variation annuelle",NA
"14564","1996Q1",1996-03-01,"La Brévine","Femmes","Variation trimetrielle en %",NA
"14565","1996Q1",1996-03-01,"La Brévine","Femmes","Variation annuelle en %",NA
"14566","1996Q2",1996-06-01,"La Brévine","Femmes","Effectif",8.7
"14567","1996Q2",1996-06-01,"La Brévine","Femmes","Variation trimestrielle",0
"14568","1996Q2",1996-06-01,"La Brévine","Femmes","Variation annuelle",NA
"14569","1996Q2",1996-06-01,"La Brévine","Femmes","Variation trimetrielle en %",0
"14570","1996Q2",1996-06-01,"La Brévine","Femmes","Variation annuelle en %",NA
"14571","1996Q3",1996-09-01,"La Brévine","Femmes","Effectif",9.6
"14572","1996Q3",1996-09-01,"La Brévine","Femmes","Variation trimestrielle",0.9
"14573","1996Q3",1996-09-01,"La Brévine","Femmes","Variation annuelle",NA
"14574","1996Q3",1996-09-01,"La Brévine","Femmes","Variation trimetrielle en %",10.3448275862069
"14575","1996Q3",1996-09-01,"La Brévine","Femmes","Variation annuelle en %",NA
"14576","1996Q4",1996-12-01,"La Brévine","Femmes","Effectif",6.7
"14577","1996Q4",1996-12-01,"La Brévine","Femmes","Variation trimestrielle",-2.9
"14578","1996Q4",1996-12-01,"La Brévine","Femmes","Variation annuelle",NA
"14579","1996Q4",1996-12-01,"La Brévine","Femmes","Variation trimetrielle en %",-30.2083333333333
"14580","1996Q4",1996-12-01,"La Brévine","Femmes","Variation annuelle en %",NA
"14581","1997Q1",1997-03-01,"La Brévine","Femmes","Effectif",5.8
"14582","1997Q1",1997-03-01,"La Brévine","Femmes","Variation trimestrielle",-0.9
"14583","1997Q1",1997-03-01,"La Brévine","Femmes","Variation annuelle",-2.9
"14584","1997Q1",1997-03-01,"La Brévine","Femmes","Variation trimetrielle en %",-13.4328358208955
"14585","1997Q1",1997-03-01,"La Brévine","Femmes","Variation annuelle en %",-33.3333333333333
"14586","1997Q2",1997-06-01,"La Brévine","Femmes","Effectif",4.8
"14587","1997Q2",1997-06-01,"La Brévine","Femmes","Variation trimestrielle",-1
"14588","1997Q2",1997-06-01,"La Brévine","Femmes","Variation annuelle",-3.9
"14589","1997Q2",1997-06-01,"La Brévine","Femmes","Variation trimetrielle en %",-17.2413793103448
"14590","1997Q2",1997-06-01,"La Brévine","Femmes","Variation annuelle en %",-44.8275862068965
"14591","1997Q3",1997-09-01,"La Brévine","Femmes","Effectif",4.8
"14592","1997Q3",1997-09-01,"La Brévine","Femmes","Variation trimestrielle",0
"14593","1997Q3",1997-09-01,"La Brévine","Femmes","Variation annuelle",-4.8
"14594","1997Q3",1997-09-01,"La Brévine","Femmes","Variation trimetrielle en %",0
"14595","1997Q3",1997-09-01,"La Brévine","Femmes","Variation annuelle en %",-50
"14596","1997Q4",1997-12-01,"La Brévine","Femmes","Effectif",4.8
"14597","1997Q4",1997-12-01,"La Brévine","Femmes","Variation trimestrielle",0
"14598","1997Q4",1997-12-01,"La Brévine","Femmes","Variation annuelle",-1.9
"14599","1997Q4",1997-12-01,"La Brévine","Femmes","Variation trimetrielle en %",0
"14600","1997Q4",1997-12-01,"La Brévine","Femmes","Variation annuelle en %",-28.3582089552239
"14601","1998Q1",1998-03-01,"La Brévine","Femmes","Effectif",2.9
"14602","1998Q1",1998-03-01,"La Brévine","Femmes","Variation trimestrielle",-1.9
"14603","1998Q1",1998-03-01,"La Brévine","Femmes","Variation annuelle",-2.9
"14604","1998Q1",1998-03-01,"La Brévine","Femmes","Variation trimetrielle en %",-39.5833333333333
"14605","1998Q1",1998-03-01,"La Brévine","Femmes","Variation annuelle en %",-50
"14606","1998Q2",1998-06-01,"La Brévine","Femmes","Effectif",4.8
"14607","1998Q2",1998-06-01,"La Brévine","Femmes","Variation trimestrielle",1.9
"14608","1998Q2",1998-06-01,"La Brévine","Femmes","Variation annuelle",0
"14609","1998Q2",1998-06-01,"La Brévine","Femmes","Variation trimetrielle en %",65.5172413793103
"14610","1998Q2",1998-06-01,"La Brévine","Femmes","Variation annuelle en %",0
"14611","1998Q3",1998-09-01,"La Brévine","Femmes","Effectif",5.8
"14612","1998Q3",1998-09-01,"La Brévine","Femmes","Variation trimestrielle",1
"14613","1998Q3",1998-09-01,"La Brévine","Femmes","Variation annuelle",1
"14614","1998Q3",1998-09-01,"La Brévine","Femmes","Variation trimetrielle en %",20.8333333333333
"14615","1998Q3",1998-09-01,"La Brévine","Femmes","Variation annuelle en %",20.8333333333333
"14616","1998Q4",1998-12-01,"La Brévine","Femmes","Effectif",4.8
"14617","1998Q4",1998-12-01,"La Brévine","Femmes","Variation trimestrielle",-1
"14618","1998Q4",1998-12-01,"La Brévine","Femmes","Variation annuelle",0
"14619","1998Q4",1998-12-01,"La Brévine","Femmes","Variation trimetrielle en %",-17.2413793103448
"14620","1998Q4",1998-12-01,"La Brévine","Femmes","Variation annuelle en %",0
"14621","1999Q1",1999-03-01,"La Brévine","Femmes","Effectif",4.7
"14622","1999Q1",1999-03-01,"La Brévine","Femmes","Variation trimestrielle",-0.0999999999999996
"14623","1999Q1",1999-03-01,"La Brévine","Femmes","Variation annuelle",1.8
"14624","1999Q1",1999-03-01,"La Brévine","Femmes","Variation trimetrielle en %",-2.08333333333333
"14625","1999Q1",1999-03-01,"La Brévine","Femmes","Variation annuelle en %",62.0689655172414
"14626","1999Q2",1999-06-01,"La Brévine","Femmes","Effectif",4.7
"14627","1999Q2",1999-06-01,"La Brévine","Femmes","Variation trimestrielle",0
"14628","1999Q2",1999-06-01,"La Brévine","Femmes","Variation annuelle",-0.0999999999999996
"14629","1999Q2",1999-06-01,"La Brévine","Femmes","Variation trimetrielle en %",0
"14630","1999Q2",1999-06-01,"La Brévine","Femmes","Variation annuelle en %",-2.08333333333333
"14631","1999Q3",1999-09-01,"La Brévine","Femmes","Effectif",4.7
"14632","1999Q3",1999-09-01,"La Brévine","Femmes","Variation trimestrielle",0
"14633","1999Q3",1999-09-01,"La Brévine","Femmes","Variation annuelle",-1.1
"14634","1999Q3",1999-09-01,"La Brévine","Femmes","Variation trimetrielle en %",0
"14635","1999Q3",1999-09-01,"La Brévine","Femmes","Variation annuelle en %",-18.9655172413793
"14636","1999Q4",1999-12-01,"La Brévine","Femmes","Effectif",3.8
"14637","1999Q4",1999-12-01,"La Brévine","Femmes","Variation trimestrielle",-0.9
"14638","1999Q4",1999-12-01,"La Brévine","Femmes","Variation annuelle",-1
"14639","1999Q4",1999-12-01,"La Brévine","Femmes","Variation trimetrielle en %",-19.1489361702128
"14640","1999Q4",1999-12-01,"La Brévine","Femmes","Variation annuelle en %",-20.8333333333333
"14641","2000Q1",2000-03-01,"La Brévine","Femmes","Effectif",3.7
"14642","2000Q1",2000-03-01,"La Brévine","Femmes","Variation trimestrielle",-0.0999999999999996
"14643","2000Q1",2000-03-01,"La Brévine","Femmes","Variation annuelle",-1
"14644","2000Q1",2000-03-01,"La Brévine","Femmes","Variation trimetrielle en %",-2.63157894736841
"14645","2000Q1",2000-03-01,"La Brévine","Femmes","Variation annuelle en %",-21.2765957446809
"14646","2000Q2",2000-06-01,"La Brévine","Femmes","Effectif",3.7
"14647","2000Q2",2000-06-01,"La Brévine","Femmes","Variation trimestrielle",0
"14648","2000Q2",2000-06-01,"La Brévine","Femmes","Variation annuelle",-1
"14649","2000Q2",2000-06-01,"La Brévine","Femmes","Variation trimetrielle en %",0
"14650","2000Q2",2000-06-01,"La Brévine","Femmes","Variation annuelle en %",-21.2765957446809
"14651","2000Q3",2000-09-01,"La Brévine","Femmes","Effectif",3.7
"14652","2000Q3",2000-09-01,"La Brévine","Femmes","Variation trimestrielle",0
"14653","2000Q3",2000-09-01,"La Brévine","Femmes","Variation annuelle",-1
"14654","2000Q3",2000-09-01,"La Brévine","Femmes","Variation trimetrielle en %",0
"14655","2000Q3",2000-09-01,"La Brévine","Femmes","Variation annuelle en %",-21.2765957446809
"14656","2000Q4",2000-12-01,"La Brévine","Femmes","Effectif",3.7
"14657","2000Q4",2000-12-01,"La Brévine","Femmes","Variation trimestrielle",0
"14658","2000Q4",2000-12-01,"La Brévine","Femmes","Variation annuelle",-0.0999999999999996
"14659","2000Q4",2000-12-01,"La Brévine","Femmes","Variation trimetrielle en %",0
"14660","2000Q4",2000-12-01,"La Brévine","Femmes","Variation annuelle en %",-2.63157894736841
"14661","2001Q1",2001-03-01,"La Brévine","Femmes","Effectif",2.8
"14662","2001Q1",2001-03-01,"La Brévine","Femmes","Variation trimestrielle",-0.9
"14663","2001Q1",2001-03-01,"La Brévine","Femmes","Variation annuelle",-0.9
"14664","2001Q1",2001-03-01,"La Brévine","Femmes","Variation trimetrielle en %",-24.3243243243243
"14665","2001Q1",2001-03-01,"La Brévine","Femmes","Variation annuelle en %",-24.3243243243243
"14666","2001Q2",2001-06-01,"La Brévine","Femmes","Effectif",2.8
"14667","2001Q2",2001-06-01,"La Brévine","Femmes","Variation trimestrielle",0
"14668","2001Q2",2001-06-01,"La Brévine","Femmes","Variation annuelle",-0.9
"14669","2001Q2",2001-06-01,"La Brévine","Femmes","Variation trimetrielle en %",0
"14670","2001Q2",2001-06-01,"La Brévine","Femmes","Variation annuelle en %",-24.3243243243243
"14671","2001Q3",2001-09-01,"La Brévine","Femmes","Effectif",3.7
"14672","2001Q3",2001-09-01,"La Brévine","Femmes","Variation trimestrielle",0.9
"14673","2001Q3",2001-09-01,"La Brévine","Femmes","Variation annuelle",0
"14674","2001Q3",2001-09-01,"La Brévine","Femmes","Variation trimetrielle en %",32.1428571428572
"14675","2001Q3",2001-09-01,"La Brévine","Femmes","Variation annuelle en %",0
